code,marketref,dem,demCGV,demBMR,demreg,lp_bl,ls_bl,lh_bl,tropicar,distcr,distc,distr,ginv,polity,polity2,landlock,yellow,oilres,goldm,iron,silv,zinc,mortality,imputedmort,logem4,excolony,lt100km,democ1,democ00a,cons00a,currentinst,imr95,leb95,malfal,uvdamage,suitavg,pdiv,pdiv_aa,pdivhmi,pdivhmi_aa,pd1,pd1000,pd1500,pd1500,pop1,pop1000,pop1500,legor_uk,legor_fr,temp,elevavg,elevstd,kgatr,precip,suitgini,area,abslat,cenlong,area_ar,rough,ln_yst,ln_yst_aa,africa,europe,asia,oceania,americas,pprotest,pcatholic,pmuslim,pother,population_initial,population_now,gdp_pc_initial,gdp_pc_now,capital_growth_pct_gdp_initial,capital_growth_pct_gdp_now,gdp_initial,gdp_now,investment_rate,gdp_growth,pop_growth,lgdp_initial,lpop_initial
COG,,0.0,0.0,0.0,0.032258064,15.508538,4.0712957,0.65985215,1.0,507.805,530.122,612.169,24.210518,-7.0,-7.0,0.0,1.0,338000.0,0.0,0.0,0.0,0.0,240.0,240.0,5.480639,1.0,0.047893,5.0,0.0,1.0,181.0,89.5,48.55,1.0,243.5234,0.07,0.7517414,0.7517414,0.7444071,0.7444071,0.19119325,0.764773,1.529546,1.529546,65292.496,261169.98,522339.97,0.0,1.0,24.472746,0.42508623,0.1269713,1.0,136.22838,0.58123,341500.0,1.0,15.0,4883.4497,0.05879196,8.006368,8.006368,1.0,0.0,0.0,0.0,0.0,24.9,53.9,0.4,20.8,1326894.0,5518092.0,1799.0472162341698,2049.41786354009,24.2105182894737,24.855225316837302,2387144956.93783,11308876317.4576,33.97830221572983,0.0026093701631013655,0.02891394695029126,7.495012479428335,14.098351430696534
COL,10.119047,1.0,1.0,1.0,0.875,56.823887,12.395759,1.9423836,1.0,200.267,422.649,329.266,20.336226,7.0,7.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,71.0,71.0,4.2626800000000005,1.0,0.159722,4.0,3.0,5.0,45.0,30.0,70.43,0.2616948,253.3493,0.33,0.607694,0.6854235,0.60234755,0.67332625,0.28882256,0.5776451,0.9627419,0.9627419,320448.62,640897.25,1068162.1,0.0,1.0,24.957228,0.4754667,0.7383939,0.8311759,215.84845,0.54296,1109500.0,4.0,-72.0,30067.451,0.23183145,8.131531,8.51665,0.0,0.0,0.0,0.0,1.0,0.9,96.6,0.2,2.3,21480064.0,50882884.0,2879.2512570657204,7228.43654618322,20.2322848879248,18.833794915232502,61846501273.8521,367803698280.801,20.042958690353345,0.018580355752287225,0.017397633130250112,7.965285559143771,16.882635807116326
COM,,,,,0.03125,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,5.0,0.0,1.0,158.0,,,,274.61517,,0.75649226,0.7504911,,,,,4.484305,4.484305,,,8345.291,0.0,1.0,23.72232,0.42176786,,,161.5082,,1861.0,12.166667,44.25,667.5407,1.2417322,,,1.0,0.0,0.0,0.0,0.0,0.1,0.1,99.7,0.1,230055.0,869595.0,,1436.5236021274302,,,,1249193741.79201,17.379054550276713,,0.026950964548320355,,12.34607368975299
CPV,,,,,0.03125,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,122.0,,,,259.27075,,0.72310317,0.73172784,,,,,2.4813895,2.4813895,,,10000.0,0.0,1.0,21.864225,0.464,,,16.64879,,4030.0,16.0,-24.0,440.076,1.2087786,6.2878585,8.336612,1.0,0.0,0.0,0.0,0.0,3.0,95.9,0.0,1.1,268633.0,555988.0,,3293.71602128856,,50.7971966962533,,1831266583.24418,40.883983470036654,,0.014654348868804012,,12.501101414794983
CRI,53.0578,1.0,1.0,1.0,0.875,68.7,7.6,3.1,1.0,35.7302,35.4753,1025.33,20.53644,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,78.1,4.35799,1.0,1.0,0.0,10.0,7.0,110.0,12.1,76.03,0.0,248.29321,0.65,0.6158119,0.6944881,0.6200209,0.68410635,0.58738303,1.1747661,1.5663548,1.5663548,29991.777,59983.555,79978.07,0.0,1.0,24.907343,0.39548084,0.5169971,1.0,241.71835,0.17624,51060.0,10.0,-84.0,2251.7458,0.37204513,7.824046,8.601551,0.0,0.0,0.0,0.0,1.0,5.8,90.5,0.0,3.7,1847394.0,5094114.0,3732.0631498806897,9619.71602657903,20.5364402034314,15.2193246788945,6894591070.71069,49003930087.0206,21.253969653945266,0.019117514372892552,0.020493358501991965,8.224716483013967,14.429286555327643
CUB,,0.0,0.0,0.0,0.071428575,67.53813,15.320554,2.447486,1.0,21.0312,21.2422,649.462,25.92694,-7.0,-7.0,,,,,,,,,,,,,,,,,,,0.0,237.38397,0.8,0.62437785,0.72934747,,,0.44332135,0.88664275,1.329964,1.329964,48685.55,97371.11,146056.66,0.0,0.0,25.119175,0.10004062,0.249358,1.0,109.46857,0.0974,109820.0,21.5,-79.5,32243.152,0.13012077,6.684612,8.634992,0.0,0.0,0.0,0.0,1.0,0.8,32.0,0.0,67.2,8712535.0,11326616.0,2249.7506581409502,,25.9269410117525,,19601031350.326,,16.932467159812212,,0.00526164531145934,7.7185746704536085,15.98027335125949
CYP,62.593754,0.0,0.0,0.0,0.0,59.077488,18.680655,2.5380895,0.0,11.0395,10.9391,555.636,,7.0,7.0,,,,,,,,,,,,,,,,,,,0.0,166.84354,,0.74060154,0.7417224,,,,16.233767,21.645021,21.645021,,150000.0,200000.0,1.0,0.0,18.119528,0.28940594,,0.0,42.99334,,9240.0,35.0,33.0,980.36395,0.3910924,9.047821,9.074807,0.0,1.0,0.0,0.0,0.0,0.6,1.3,18.5,79.6,613618.0,1207361.0,,30438.467516136803,,20.0572917416402,,27215033806.1779,24.596459992659952,,0.013628425373184205,,13.327127863676626
CZE,0.0,0.0,0.0,0.0,0.037037037,57.2,38.2,4.1,0.0,76.9749,434.554,76.9749,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,65.0,,,0.0,81.4133,0.48,0.74126226,0.74106395,0.7240771,0.72416943,7.9776626,9.972078,23.932987,23.932987,616434.0,770542.5,1849301.9,0.0,0.0,7.7982693,0.39078438,0.1353225,0.0,57.115093,0.21199,77270.0,49.75,15.0,30823.002,0.11843518,8.779557,8.779942,0.0,1.0,0.0,0.0,0.0,4.6,39.2,0.0,56.2,9858071.0,10698896.0,,22843.0385885642,,24.3486086708993,,244395294183.036,28.681117487062284,,0.0016383415784055888,,16.10380106849379
DEU,63.64003,1.0,1.0,1.0,0.95454544,77.1,19.0,3.1,0.0,41.1696,255.971,46.98,30.505297,,,0.0,0.0,5580.0,0.0,0.0,0.0,0.0,,,,,,,,,20.0,,,0.0,70.12492,0.49,0.73323935,0.7336643,0.7233314,0.72395843,8.59722,10.03009,25.79166,25.79166,2998452.5,3498194.5,8995357.0,0.0,0.0,8.265703,0.28374946,0.2093755,0.0,62.540558,0.31682,348770.0,51.0,10.5,117988.9,0.08862069,8.987197,8.990504,0.0,1.0,0.0,0.0,0.0,46.4,35.0,0.02,18.58,78169289.0,83240525.0,19681.3233856845,45065.0824555703,32.7042447358704,20.3509061499356,1538475055638.03,3751241122769.96,23.46352915362945,0.01670677474588489,0.001257939782137285,9.887425413552933,18.174387404594192
DJI,,,,,0.0,,,,1.0,35.2189,35.2859,1762.04,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,26.0,3.258096,,,,,,171.0,,,1.0,284.39404,0.01,0.7700091,,0.7809053,,0.30744636,0.6148927,1.2297854,1.2297854,7126.6064,14253.213,28506.426,0.0,1.0,27.889858,0.4418575,0.19706869,0.0,20.229816,0.33753,23180.0,11.5,42.5,9.271999,0.1855183,,,1.0,0.0,0.0,0.0,0.0,0.2,6.7,90.6,2.5,159662.0,988002.0,,,,,,,19.08762825092825,,0.03712505271008393,,11.980814359740398
DMA,,,,,0.8888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.7345,,0.60918844,,,,0.44332135,0.88664275,1.329964,1.329964,332.491,664.98206,997.473,1.0,0.0,,,,,,,750.0,15.416667,-61.333332,50.025,,,,0.0,0.0,0.0,0.0,1.0,8.3,89.8,0.0,1.9,71084.0,71991.0,,5741.218243398871,,,,413316042.560528,,,0.0002536088508817702,,11.171617555305376
DNK,25.0,1.0,1.0,1.0,0.95454544,58.665897,27.243576,10.341767,0.0,22.7144,22.5183,295.581,26.177177,10.0,10.0,0.0,0.0,141000.0,0.0,0.0,0.0,0.0,,,,,,,,,5.0,,,0.0,54.91505,0.53,0.7311118,0.7312905,,,4.713646,9.427292,14.140938,14.140938,200000.0,400000.0,600000.0,0.0,0.0,7.945315,0.0242489,0.01870212,0.0,57.177498,0.35444,42430.0,56.0,10.0,22810.367,0.02767103,8.612503,8.623533,0.0,1.0,0.0,0.0,0.0,95.2,0.6,0.2,4.0,4928757.0,5831404.0,30541.929575222402,63880.093657245,26.7461771175803,23.174762330747498,150533749187.384,372510633673.233,22.08498607848808,0.014867585345688772,0.0033690820067384664,10.326855758676613,15.410597384411362
DOM,13.155673,0.0,1.0,1.0,0.071428575,45.899998,12.1,1.9,1.0,29.725,30.1839,1013.64,19.139626,-3.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,4.867535,1.0,1.0,1.0,1.0,3.0,116.0,33.6,70.61,0.0,251.88348,0.92,0.61540747,0.73029333,,,0.44332135,0.88664275,1.329964,1.329964,21447.887,42895.777,64343.66,0.0,1.0,24.553793,0.31058496,0.5938541,1.0,125.97045,0.03332,48380.0,19.0,-70.666664,10958.069,0.31631872,7.3132205,8.533565,0.0,0.0,0.0,0.0,1.0,1.4,96.6,0.0,2.0,4499722.0,10847904.0,1699.03077241541,7389.6905323498495,19.1434533826994,25.381662572683897,7645166145.31461,80162653484.6401,21.560818505380873,0.02983702138731914,0.017754902400864303,7.437813233582902,15.319526175054445
DZA,0.0,0.0,0.0,0.0,0.0,13.0,2.2,0.3,0.16665584,765.93,765.875,1353.35,36.64907,-9.0,-9.0,0.0,0.0,339000.0,0.0,0.0,0.0,0.0,,78.2,4.3592699999999995,1.0,0.047186,0.0,0.0,1.0,152.0,43.8,68.89,0.0,209.10266,0.04,0.7380005,0.7380005,0.733794,0.733794,0.8397222,0.8397222,0.6297917,0.6297917,2000000.0,2000000.0,1500000.0,0.0,1.0,22.768929,0.56261605,0.3268848,0.0,8.670195,0.86241,2381740.0,28.0,3.0,76692.03,0.08436147,8.294049,8.294049,1.0,0.0,0.0,0.0,0.0,0.0,0.5,99.1,0.4,14464992.0,43851043.0,2708.46404566189,4362.73953647076,36.64906885273479,44.8293102122622,39177910752.7868,191310679011.57898,35.401037635149486,0.009579966755580038,0.022429177396440236,7.904136980378827,16.48724194333311
ECU,33.928574,0.0,0.0,0.0,0.071428575,53.76238,9.481094,2.2228687,1.0,185.354,188.69,623.703,15.531661,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,71.0,71.0,4.2626800000000005,1.0,0.368411,1.0,1.0,3.0,139.0,45.6,69.52,0.195974,273.24512,0.52,0.60609674,0.65408444,0.59835434,0.6428575,0.72243893,1.4448779,2.167317,2.167317,200000.0,400000.0,600000.0,0.0,1.0,22.407665,0.74211675,1.038163,0.5125517,155.37218,0.34267,276840.0,2.0,-77.5,16167.456,0.35542932,8.294049,8.502429,0.0,0.0,0.0,0.0,1.0,1.9,96.4,0.0,1.7,6069375.0,17643060.0,2487.7336881864603,4628.31668018853,19.559915446054198,23.117457785052,15098988653.7367,81657668887.567,23.39517049704225,0.012493825863321595,0.021571101055856134,7.8191274096197745,15.618766192330755
EGY,11.904762,0.0,0.0,0.0,0.0,4.0548263,4.4393835,2.6947265,0.19827393,224.202,331.364,297.883,13.94847,-7.0,-7.0,0.0,0.0,111000.0,0.0,0.0,0.0,0.0,67.8,67.8,4.216562000000001,1.0,0.23916300000000001,0.0,7.0,7.0,109.0,50.5,66.27,0.0,223.94995,0.00416,0.75570923,0.7563203,0.76004946,0.7607694,4.0182834,5.022854,4.0182834,4.0182834,4000000.2,5000000.0,4000000.2,0.0,1.0,22.031137,0.2713458,0.215203,0.0,2.910641,0.37523,995450.0,27.0,30.0,27972.145,0.09016253,8.881836,8.864888,1.0,0.0,0.0,0.0,0.0,0.2,0.2,81.8,17.8,34513851.0,102334403.0,730.423016010047,3058.31071773864,14.602073963018501,13.821305841924401,25209711141.5414,312970401488.285,20.253242291673896,0.02905394790371374,0.021975688970125695,6.5936238402985845,17.356871279691624
ERI,,,,,0.03125,,,,1.0,93.3819,93.3543,1210.58,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,182.0,,,0.7645485,283.20444,0.06,0.7690088,0.7682904,0.7791992,0.777931,0.45413262,0.90826523,1.8165305,1.8165305,45867.395,91734.79,183469.58,0.0,1.0,26.98546,0.56432045,0.5268354,0.0,20.231846,0.59234,101000.0,15.0,39.0,5595.4,0.23141149,,,1.0,0.0,0.0,0.0,0.0,,0.0,33.0,,1310947.0,,,,,,,,21.82236829756787,,,,14.086260334773794
ESP,37.812565,0.0,0.0,0.0,0.0,47.51287,3.55122,2.2654333,0.0,122.18,141.557,271.12,27.576052,-7.0,-7.0,0.0,0.0,575.0,0.0,0.0,0.0,3.0,,,,,,,,,44.0,,,0.0,134.85617,0.56,0.7256513,0.7260023,0.70846736,0.70900255,9.018036,8.016032,13.026052,13.026052,4500000.0,4000000.0,6500000.0,0.0,1.0,14.138836,0.5339399,0.3427939,0.0,55.72676,0.22311,499000.0,40.0,-4.0,133981.5,0.31377453,8.881836,8.882334,0.0,1.0,0.0,0.0,0.0,0.1,96.9,0.0,3.0,33814531.0,47351567.0,13571.9176366972,29600.3523833162,28.358709532718,20.4584478175052,458928029655.545,1401623069102.21,24.205840043072328,0.01571791689579194,0.006756911448006164,9.515758057266284,17.33640117931049
EST,0.0,0.0,0.0,0.0,0.037037037,61.66985,25.131182,7.910737,0.0,84.0404,507.834,168.64,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,21.0,,,0.0,52.00741,0.38,0.73076355,0.7316358,0.7314046,0.73356706,0.4192872,0.8385744,2.5157232,2.5157232,17773.584,35547.168,106641.51,0.0,0.0,5.2944508,0.04822372,0.03139919,0.0,52.444866,0.18119,42390.0,59.0,26.0,8431.371,0.02677593,8.216088,8.323123,0.0,1.0,0.0,0.0,0.0,66.0,2.0,0.01,31.99,1360076.0,1331057.0,,20161.651247506397,,30.664488626910302,,26836307024.5521,29.245406614606285,,-0.0004312513264012052,,14.123051138503815
ETH,17.132717,0.0,0.0,0.0,0.032258064,,,,1.0,492.78,492.893,1911.57,,-9.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,3.258096,1.0,0.021018000000000002,0.0,5.0,7.0,127.0,116.0,43.32,0.5806273,298.47333,0.42,0.7743011,0.7743011,0.7825676,0.7825676,0.45413262,0.90826523,1.8165305,1.8165305,454132.62,908265.25,1816530.5,0.0,1.0,23.64513,1.1027966,0.6361569,0.2146411,63.285618,0.48963,1000000.0,8.0,38.0,100000.0,0.24749132,8.294049,8.294049,1.0,0.0,0.0,0.0,0.0,3.8,0.7,31.4,64.1,28415080.0,114963583.0,,623.095140151288,,30.7521539710326,,71633249861.6793,8.962236504848935,,0.028348285080165736,,17.16243054812379
FIN,46.210922,1.0,1.0,1.0,0.95454544,68.86107,24.0,6.1,0.0,181.67,494.863,314.631,30.706713,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,11.0,,,0.0,43.60601,0.03,0.7301581,0.7301581,0.73124224,0.73124224,,,0.3283102,0.3283102,,,100000.0,0.0,0.0,1.0262134,0.17316511,0.110199,0.0,46.18288,0.83964,304590.0,64.0,26.0,21839.104,0.04397741,8.160519,8.160519,0.0,1.0,0.0,0.0,0.0,93.1,0.1,0.0,6.8,4606307.0,5530719.0,18267.4580230855,47863.798074510196,31.8245159199546,23.9915440882312,84145519763.9448,264721217422.857,25.571960004118154,0.01945152716830134,0.0036645254910734337,9.812876505761295,15.3429370093344
FJI,,1.0,0.0,1.0,0.5,66.399925,7.9180875,3.0650187,,,,,22.158499,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.4,2.4336130000000002,,,9.0,0.0,1.0,60.0,,,,249.97873,,0.63098115,0.6746733,,,0.71428573,1.2755102,1.5306122,1.5306122,13050.0,23303.57,27964.285,1.0,0.0,24.496235,0.1671021,,,191.02933,,18270.0,18.0,178.0,2000.565,0.22243376,,,0.0,0.0,0.0,1.0,0.0,39.1,9.0,7.8,44.1,520561.0,896444.0,2207.4906796080604,3808.20365540165,,15.8614208942258,1149133555.66745,3413841317.66288,19.297580076190084,0.010965710760965974,0.010929874373530879,7.699611710321098,13.162662355175165
FRA,56.49534,1.0,1.0,1.0,0.95454544,82.44079,12.207735,4.501201,0.0,53.7245,183.881,83.0762,25.718819,8.0,8.0,0.0,0.0,3090.0,0.0,1.0,0.0,0.0,,2.88,1.05779,,,,,,34.0,,,0.0,91.52472,0.68,0.7293011,0.72942877,0.7142469,0.7153918,9.089256,11.816033,27.267769,27.267769,5000000.0,6500000.0,15000000.0,0.0,1.0,10.526461,0.366072,0.3732236,0.0,71.41478,0.21456,550100.0,46.0,2.0,184393.52,0.16338444,8.922658,8.898557,0.0,1.0,0.0,0.0,0.0,2.4,76.4,3.0,18.2,51957747.0,67391582.0,19984.5861409616,40520.6517970746,28.1921748953842,24.057602041644696,1038354070611.79,2730750828276.0,23.84189594639371,0.014237409713679261,0.005215338444232387,9.902716562447718,17.765941388549454
GAB,0.0,0.0,0.0,0.0,0.032258064,14.002131,2.5632641,0.8766416,1.0,236.024,240.752,595.014,31.9553,-9.0,-9.0,0.0,1.0,579000.0,0.0,0.0,0.0,0.0,280.0,280.0,5.634789,,0.261791,0.0,0.0,1.0,170.0,87.3,52.42,1.0,237.3978,0.18,0.74879223,0.74937433,0.739282,0.74064463,0.19119325,0.764773,1.529546,1.529546,49264.766,197059.06,394118.12,0.0,1.0,24.688751,0.3742385,0.2085247,1.0,156.95178,0.49673,257670.0,1.0,11.75,3246.642,0.08556245,8.006368,8.021305,1.0,0.0,0.0,0.0,0.0,18.8,65.2,0.8,15.2,589317.0,2225728.0,7205.87020310234,8839.76017048115,31.9553001217206,21.6137370680025,4246541810.4816604,19674901724.7247,31.31075810494922,0.004095639228386627,0.026933833457389866,8.882651278809197,13.286719518195424
GBR,50.813717,1.0,1.0,1.0,0.95454544,62.591824,28.204124,7.4837666,0.0,29.4346,45.0175,111.003,20.09336,10.0,10.0,0.0,0.0,71700.0,0.0,0.0,0.0,0.0,,2.55,0.9360933000000001,0.0,,,,,7.0,,,0.0,56.198067,0.49,0.7274488,0.7275786,,,2.893399,7.026826,17.567064,17.567064,700000.0,1700000.0,4250000.0,1.0,0.0,8.462253,0.12493271,0.1186305,0.0,96.35587,0.41593,241930.0,54.0,-4.0,58764.8,0.11181667,8.612503,8.621426,0.0,1.0,0.0,0.0,0.0,16.1,13.1,1.4,69.4,55663250.0,67215293.0,17874.813416953402,39102.8965780963,24.1804705147748,16.9637965965591,994970207931.23,2628312650645.44,20.114024400182753,0.01577927638730392,0.003778734511227899,9.791147929295333,17.83483070258375
GEO,0.0,0.0,0.0,0.0,0.037037037,,,,0.0,240.333,239.982,583.045,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,9.0,,,0.0,121.2428,0.48,0.74228275,0.74254113,0.7458999,0.7459101,0.63829786,1.0638298,2.6595745,2.6595745,44355.316,73925.53,184813.83,0.0,0.0,7.3989997,1.3798996,0.76194847,0.0,87.02828,0.41273,69490.0,42.0,43.499905,7928.809,0.5690665,8.699514,8.75857,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,88.0,4119900.0,3714000.0,2498.12235924596,4678.66257824508,,26.1517543996286,10292014307.8574,17376552815.6022,25.465418485504614,0.012628532921016067,-0.002072238508814439,7.823294672370593,15.231339449186484
GHA,20.319418,1.0,1.0,1.0,0.0,5.8,16.1,0.4,1.0,277.571,278.51,748.374,14.1504,3.0,3.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,668.0,668.0,6.504288,1.0,0.192991,0.0,0.0,1.0,64.0,65.8,60.0,1.0,254.76007,0.45,0.74177074,0.7418905,0.72738713,0.727641,1.1814605,2.7567413,4.3320217,4.3320217,268829.53,627268.94,985708.25,1.0,0.0,27.243994,0.18577497,0.08100254,0.8288805,100.88946,0.2452,227540.0,8.0,-2.0,39500.945,0.05559295,8.160519,8.156682,1.0,0.0,0.0,0.0,0.0,25.8,18.7,15.7,39.8,8735493.0,31072945.0,1077.1395692556698,1848.2502955922898,14.165559982293,,9409345167.25593,57430579781.1731,17.95717999368857,0.01085712390822069,0.025703647533430463,6.98206425952687,15.9829049395684
GIN,,0.0,0.0,0.0,0.032258064,,,,1.0,280.026,307.53,309.845,,-9.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,483.0,483.0,6.180016999999999,,0.14064100000000002,0.0,0.0,1.0,178.0,124.0,46.5,1.0,263.11,0.57,0.7309029,0.73179257,0.7109438,0.7127365,1.1814605,2.7567413,4.3320217,4.3320217,290308.47,677386.44,1064464.4,0.0,1.0,25.785257,0.38598803,0.2020994,0.9878578,146.57538,0.16654,245720.0,11.0,-10.0,9755.084,0.08287577,8.0864105,8.055634,1.0,0.0,0.0,0.0,0.0,0.1,1.1,69.0,29.8,4154606.0,13132792.0,,959.978704251001,,20.2018025922727,,12607200647.3579,21.423872735378435,,0.02328485025150373,,15.23972815626403
GMB,0.0,1.0,0.0,0.0,0.4,1.1849912,3.3033004,0.22021535,1.0,26.2397,139.565,36.5791,6.889812,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1470.0,1470.0,7.293017999999999,1.0,0.39976999999999996,10.0,0.0,1.0,147.0,122.0,47.0,1.0,262.7,0.46,0.7286234,0.7285897,0.70749897,0.70749897,1.1814605,2.7567413,4.3320217,4.3320217,11814.605,27567.412,43320.22,1.0,0.0,27.913797,0.03343553,0.01448308,0.992629,78.245056,0.0798,10000.0,13.466666,-15.5,2850.0,0.01265083,8.006368,8.012184,1.0,0.0,0.0,0.0,0.0,0.4,1.9,84.8,12.9,464404.0,2416664.0,743.2164683205299,791.953878049397,6.889857732905001,,345152700.753927,1913886426.74237,14.152800331470118,0.001271123381620276,0.033537898844209435,6.610987345920074,13.048510142033207
GNB,,,,,0.03125,,,,1.0,42.2559,95.8202,55.1712,29.572958,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,164.66,5.103883000000001,1.0,,0.0,0.0,1.0,179.0,,,1.0,256.6096,0.62,0.7294767,0.729354,0.7087665,0.7089991,1.1814605,2.7567413,4.3320217,4.3320217,33222.668,77519.56,121816.45,0.0,1.0,27.089224,0.05635781,0.04332753,1.0,152.79639,0.05828,28120.0,12.0,-15.0,3000.404,0.02745672,8.006368,8.052773,1.0,0.0,0.0,0.0,0.0,0.6,10.2,38.3,50.9,704937.0,1967998.0,492.74955157930196,590.193738243452,29.5728971011409,16.7471662540954,347357390.641658,1161500096.47564,20.024803382591152,0.0036155166069369304,0.020745530418218028,6.200001035995484,13.465863716099284
GNQ,,0.0,0.0,0.0,0.032258064,,,,1.0,85.1343,93.6838,586.639,19.878532,-7.0,-7.0,,,,,,,,,,,,,,,,,,,1.0,239.83649,0.06,0.7489575,0.7493772,,,0.19119325,0.764773,1.529546,1.529546,5362.9707,21451.883,42903.766,0.0,1.0,24.793095,0.38097206,0.12988429,1.0,199.91388,0.57469,28050.0,2.0,10.0,1298.7151,0.25756177,,,1.0,0.0,0.0,0.0,0.0,4.9,71.3,0.5,23.3,303986.0,1402985.0,,8465.976404100771,,5.31044743696408,,11877637905.3073,25.85774045698243,,0.031060119140349896,,12.624736926696325
GRC,7.1428576,0.0,0.0,0.0,1.0,54.516403,26.453138,3.491911,0.0,41.1515,41.4147,518.77,32.428005,-7.0,-7.0,0.0,0.0,4010.0,0.0,0.0,0.0,0.0,,,,,,,,,78.0,,,0.0,141.51099,0.79,0.7420514,0.7420514,0.7251859,0.7251859,15.515903,7.7579517,7.7579517,7.7579517,2000000.0,1000000.0,1000000.0,0.0,1.0,14.758135,0.3766997,0.393336,0.0,58.98445,0.06405,128900.0,39.0,22.0,27404.14,0.44712543,9.047821,9.047821,0.0,1.0,0.0,0.0,0.0,0.1,0.4,1.5,98.0,8792806.0,10715549.0,13279.2942171802,21577.2079907861,36.4578468712488,13.449867502672602,116762257868.58801,231211629508.46,25.93021438489606,0.009755913165205632,0.003963071823661624,9.493961275321439,15.989444445113085
GRD,,,,,0.8888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.11792,,0.60715914,,,,0.44332135,0.88664275,1.329964,1.329964,150.72926,301.45853,452.18777,1.0,0.0,25.891666,0.2,,,132.84166,,340.0,12.116667,-61.666668,9.996,0.6,7.6009026,,0.0,0.0,0.0,0.0,1.0,13.2,64.4,0.2,22.2,94476.0,112519.0,,8152.70950996027,,,,917334721.3512189,,,0.0035016417187152538,,11.456101112972467
GTM,36.00315,1.0,1.0,1.0,0.0,22.328499,4.0269165,0.9141384,1.0,104.895,105.096,1494.16,12.82563,1.0,1.0,0.0,1.0,2700.0,0.0,0.0,0.0,0.0,71.0,71.0,4.2626800000000005,,0.425458,1.0,0.0,1.0,93.0,46.0,64.04,0.0153678,253.56439,0.9,0.6218456,0.64961517,0.63227004,0.6532363,0.58738303,1.1747661,1.5663548,1.5663548,63689.94,127379.88,169839.84,0.0,1.0,23.989914,0.56918633,0.6456073,0.6750174,173.66359,0.06573,108430.0,15.5,-90.25,13954.94,0.31236568,8.160519,8.364016,0.0,0.0,0.0,0.0,1.0,4.9,94.0,0.0,1.1,5455197.0,16858333.0,1897.2975154858602,3263.6692548658,12.825630252100801,12.9341276174487,10350131714.5859,55020023100.3896,15.15306244671294,0.01090748935028052,0.02282205427231876,7.548185792369341,15.512079290254421
GUY,0.0,0.0,0.0,0.0,0.071428575,77.6,9.2,1.0,1.0,229.74,233.476,494.277,22.759521,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.18,32.18,3.471345,1.0,,5.0,0.0,1.0,114.0,,,0.5083628,254.46576,0.46,0.60184723,0.7251178,0.57957023,0.71765924,,,0.22891153,0.22891153,,,45061.234,1.0,0.0,25.649641,0.2844484,0.188179,1.0,191.27516,0.23073,196850.0,5.0,-59.0,4803.14,0.10810692,8.242756,8.678978,0.0,0.0,0.0,0.0,1.0,18.0,18.0,9.0,55.0,704930.0,786559.0,2948.8476240562895,8741.16082530405,22.7595220313667,,2078731155.6260002,6875438717.59033,27.125897864654863,0.021970443189779143,0.002193787407535952,7.989169737102659,13.465853786084608
HKG,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,14.9,2.701361,1.0,1.0,,,,2.0,,,0.0,211.68283,,0.69421697,0.6983028,,,,,,,,,,1.0,0.0,22.43981,0.0746182,,,165.05336,,1042.0,,114.166664,,0.09203635,8.517193,9.091106,0.0,0.0,1.0,0.0,0.0,7.5,7.9,0.5,84.1,3959000.0,7481800.0,5796.190626858921,35587.5634863488,20.405955163161103,18.9511689633317,22947118691.7345,266259032492.16397,25.636467877011313,0.03696264504755509,0.012811005473456927,8.664956192281876,15.191502026088267
